Issue ID,Issue Key,Issue Name,Issue Volume,Category,Severity,Status,Reporters,Assignees,Date Reported,Date Resolved,Issue Response Time Days,Impact Score,Risk Level,Department Affected,Remediation Steps,Cost,KPI/KRI,User ID,Timestamps,Activity Type,User Location,IP Location,Session Duration in Second,Num Files Accessed,Login Attempts,Data Transfer MB,CPU Usage %,Memory Usage MB,Threat Score,Threat Level,Defense Action,Color,Pred Threat,anomaly_score,is_anomaly
ISSUE-0245,KEY-0245,Successful Phishing Attempt Targeting Executives,1,Phishing Attack,Critical,Closed,Reporter 5,Assignee 13,2024-10-30,2024-11-02 00:00:00.000000,2.9999999999999747,29.730000000000004,Critical,IT,Steps to resolve Successful Phishing Attempt Targeting Executives,2373512.0,KRI,User_23,2024-10-30 07:38:00,login,IN,IN,1000.0000000000001,31.0,3.0,2827.9999999999995,23.38702376672729,3336.0,10.746,Critical,Immediate System-wide Shutdown & Investigation | Limit Data Transfer,Dark Red,1,1,True
ISSUE-0246,KEY-0246,Detected Malware Infiltration in Internal Systems,1,Malware,Low,Resolved,Reporter 3,Assignee 2,2023-09-26,2023-09-27 00:00:00.000000,1.0000000000000142,72.97000000000001,Critical,Legal,Steps to resolve Detected Malware Infiltration in Internal Systems,169929.9999999999,KRI,User_20,2023-09-26 21:10:00,login,USA,FR,1263.0,27.0,6.0,599.9999999999999,67.82690432468699,4858.0,17.744000000000003,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange,1,1,True
ISSUE-0247,KEY-0247,Outdated Operating System Components,1,System Vulnerability,Medium,Resolved,Reporter 7,Assignee 13,2023-01-29,2023-02-07 00:00:00.000000,8.999999999999991,52.21,Critical,Operations,Steps to resolve Outdated Operating System Components,1144205.0,KPI,User_68,2023-01-29 17:07:00,login,FR,EU,900.0000000000001,26.0,6.0,1027.4999999999998,20.925520148940095,5664.0,14.592,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red,1,1,True
ISSUE-0248,KEY-0248,Inadequate Firewall Configurations,1,Network Security,Medium,In Progress,Reporter 5,Assignee 4,2023-02-02,2025-05-06 02:51:05.231249,824.0,73.16000000000001,Critical,Legal,Steps to resolve Inadequate Firewall Configurations,1793120.0,KPI,User_31,2023-02-02 03:05:00,file_access,FR,FR,1217.0,33.0,12.0,3772.500000000001,79.01551535616086,5250.0,18.932,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red,1,1,True
ISSUE-0249,KEY-0249,Unresolved Vulnerabilities from Latest Penetration Test,1,Penetration Testing Effectiveness,Low,Resolved,Reporter 6,Assignee 5,2023-12-03,2023-12-12 00:00:00.000000,8.999999999999991,20.8,Critical,Operations,Steps to resolve Unresolved Vulnerabilities from Latest Penetration Test,1330824.9999999998,KPI,User_1,2023-12-03 07:26:00,login,CN,CN,900.0000000000001,26.0,12.0,4122.5,32.058690023937544,3000.0,7.56,High,Flag for Review | Lock Account & Alert | Limit Data Transfer,Yellow-Orange,2,2,False
ISSUE-0250,KEY-0250,Sensitive Data Leak via Misconfigured Cloud Storage,1,Data Leak,High,Resolved,Reporter 8,Assignee 13,2023-10-26,2023-10-30 00:00:00.000000,3.999999999999989,1.9999999999999996,Low,Legal,Steps to resolve Sensitive Data Leak via Misconfigured Cloud Storage,2563601.0,KRI,User_55,2023-10-26 05:03:00,data_modification,CANADA,CANADA,2480.0,26.0,17.0,818.0000000000001,34.06981316449471,6908.0,4.05,Medium,Schedule Investigation | Limit Data Transfer,Yellow-Orange,4,4,False
ISSUE-0251,KEY-0251,Outdated Operating System Components,1,System Vulnerability,Low,Resolved,Reporter 6,Assignee 7,2024-10-26,2024-10-31 00:00:00.000000,5.000000000000003,74.53000000000002,Critical,Legal,Steps to resolve Outdated Operating System Components,2380360.0,KPI,User_85,2024-10-26 19:10:00,data_modification,IN,IN,1144.0,26.0,9.0,617.4999999999997,52.91626917154428,5732.0,18.105999999999998,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange,1,1,True
ISSUE-0252,KEY-0252,Insufficient Coverage in Annual Risk Assessment,1,Risk Assessment Coverage,Medium,Closed,Reporter 8,Assignee 13,2025-01-03,2025-01-04 00:00:00.000000,1.0000000000000142,95.08,Critical,Finance,Steps to resolve Insufficient Coverage in Annual Risk Assessment,2199132.4999999995,KPI,User_99,2025-01-03 16:45:00,file_access,UK,UK,1222.0,26.0,9.0,2022.4999999999995,24.49793085483193,6239.0,22.916000000000004,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red,1,1,True
ISSUE-0253,KEY-0253,Inadequate Firewall Configurations,1,Network Security,Critical,Closed,Reporter 1,Assignee 17,2025-04-09,2025-04-18 00:00:00.000000,8.999999999999991,38.41,Critical,Finance,Steps to resolve Inadequate Firewall Configurations,1757530.9999999998,KPI,User_24,2025-04-09 07:27:00,data_modification,JP,JP,2833.0,31.0,17.0,8780.0,32.89801623077702,5441.0,13.081999999999995,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red,1,1,True
ISSUE-0254,KEY-0254,Inconsistent Review of Security Policies,1,Management Oversight,Low,Closed,Reporter 6,Assignee 2,2023-08-08,2023-08-16 00:00:00.000000,7.999999999999978,53.08,Critical,Finance,Steps to resolve Inconsistent Review of Security Policies,315835.0,KPI,User_13,2023-08-08 07:05:00,login,CANADA,CANADA,1765.0,26.0,9.0,5075.0,22.720329330337748,7646.0,14.166,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange,1,1,True
ISSUE-0255,KEY-0255,Unresolved Vulnerabilities from Latest Penetration Test,1,Penetration Testing Effectiveness,Medium,In Progress,Reporter 7,Assignee 11,2025-03-28,2025-05-06 02:51:05.231249,39.00000000000001,79.92,Critical,Legal,Steps to resolve Unresolved Vulnerabilities from Latest Penetration Test,248407.49999999997,KPI,User_81,2025-03-28 01:15:00,file_access,FR,FR,900.0000000000001,26.0,12.0,4132.500000000001,50.86625802176066,3561.0,20.133999999999997,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red,1,1,True
ISSUE-0256,KEY-0256,Outdated Operating System Components,1,System Vulnerability,Medium,Open,Reporter 2,Assignee 1,2023-07-07,2025-05-06 02:51:05.231249,668.9999999999999,4.389999999999999,Medium,Sales,Steps to resolve Outdated Operating System Components,2121254.9999999995,KPI,User_71,2023-07-07 10:39:00,file_access,AU,AU,1831.9999999999998,30.0,15.0,2932.4999999999995,51.21933431737165,4836.0,4.2780000000000005,Medium,Routine Monitoring | Limit Data Transfer,Yellow,4,4,False
ISSUE-0257,KEY-0257,Unauthorized Access Leading to Data Exposure,1,Data Breach,Medium,Resolved,Reporter 2,Assignee 5,2024-01-14,2024-01-18 00:00:00.000000,3.999999999999989,43.51,Critical,HR,Steps to resolve Unauthorized Access Leading to Data Exposure,869152.4999999999,KRI,User_32,2024-01-14 16:17:00,file_access,CN,CN,1153.0,26.0,18.0,2100.0000000000005,34.47992968261147,3720.0,12.652,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red,1,1,True
ISSUE-0258,KEY-0258,High-Volume Distributed Denial-of-Service Attack,1,DDOS,Critical,Closed,Reporter 4,Assignee 10,2024-03-02,2024-03-06 00:00:00.000000,3.999999999999989,96.62999999999998,Critical,IT,Steps to resolve High-Volume Distributed Denial-of-Service Attack,778645.9999999999,KRI,User_72,2024-03-02 23:24:00,login,FR,FR,900.0000000000001,26.0,17.0,854.0000000000001,59.34566375201515,7849.0,24.676,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red,1,1,True
ISSUE-0259,KEY-0259,Unresolved Vulnerabilities from Latest Penetration Test,1,Penetration Testing Effectiveness,Low,Closed,Reporter 1,Assignee 4,2024-11-09,2024-11-18 00:00:00.000000,8.999999999999991,39.58,Critical,External Contractors,Steps to resolve Unresolved Vulnerabilities from Latest Penetration Test,720359.9999999999,KPI,User_16,2024-11-09 21:47:00,data_modification,EU,EU,1187.0,26.0,15.0,1090.0000000000005,69.88480040794931,3248.0,11.466,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange,1,1,True
ISSUE-0260,KEY-0260,Detected Malware Infiltration in Internal Systems,1,Malware,Medium,Open,Reporter 8,Assignee 6,2023-06-26,2025-05-06 02:51:05.231249,679.9999999999999,52.14,Critical,C-Suite Executives,Steps to resolve Detected Malware Infiltration in Internal Systems,1071332.5,KRI,User_94,2023-06-26 04:13:00,file_access,CN,Unknown,1106.0,26.0,12.0,8427.5,38.575131507595394,6582.0,14.728,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red,1,1,True
ISSUE-0261,KEY-0261,Access by Unauthorized Personnel Detected,1,Unauthorized Access,High,Closed,Reporter 8,Assignee 14,2025-01-16,2025-01-20 00:00:00.000000,3.999999999999989,55.77,Critical,Sales,Steps to resolve Access by Unauthorized Personnel Detected,1482446.0,KRI,User_84,2025-01-16 17:15:00,file_access,EU,EU,1317.0,26.0,10.0,1694.0000000000005,51.519703520055316,6821.0,16.004,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red,1,1,True
ISSUE-0262,KEY-0262,High-Volume Distributed Denial-of-Service Attack,1,DDOS,Low,Closed,Reporter 1,Assignee 20,2023-02-16,2023-02-19 00:00:00.000000,2.9999999999999747,72.16000000000001,Critical,Operations,Steps to resolve High-Volume Distributed Denial-of-Service Attack,2060429.9999999998,KRI,User_43,2023-02-16 22:15:00,data_modification,USA,USA,900.0000000000001,26.0,6.0,4170.0,31.060703787013704,6232.0,17.582000000000004,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange,1,1,True
ISSUE-0263,KEY-0263,Weak Authentication Protocols,1,Access Control,Low,Resolved,Reporter 9,Assignee 2,2024-08-03,2024-08-08 00:00:00.000000,5.000000000000003,69.49,Critical,HR,Steps to resolve Weak Authentication Protocols,1301864.9999999998,KPI,User_47,2024-08-03 20:47:00,login,Unknown,Unknown,900.0000000000001,26.0,9.0,15609.999999999998,66.62345543107317,3497.0,17.248,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange,1,1,True
ISSUE-0264,KEY-0264,Non-Compliance with Data Protection Regulations,1,Legal Compliance,Critical,Open,Reporter 8,Assignee 11,2024-05-28,2025-05-06 02:51:05.231249,343.0,67.18,Critical,C-Suite Executives,Steps to resolve Non-Compliance with Data Protection Regulations,414326.00000000006,KRI,User_27,2024-05-28 11:23:00,data_modification,AU,IN,1512.0,35.0,21.0,775.9999999999998,74.02496382530428,7189.0,19.136,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red,1,1,True
ISSUE-0265,KEY-0265,Delayed Patching of Known Vulnerabilities,1,Vulnerability Remediation,Medium,Open,Reporter 1,Assignee 6,2025-02-13,2025-05-06 02:51:05.231249,82.00000000000001,43.16,Critical,C-Suite Executives,Steps to resolve Delayed Patching of Known Vulnerabilities,469357.4999999999,KPI,User_22,2025-02-13 13:27:00,file_access,USA,USA,1288.0,26.0,15.0,944.9999999999999,63.123585996368924,3304.0,12.932,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red,1,1,True
ISSUE-0266,KEY-0266,Weak Authentication Protocols,1,Access Control,Critical,In Progress,Reporter 8,Assignee 7,2023-06-20,2025-05-06 02:51:05.231249,685.9999999999998,85.02,Critical,Legal,Steps to resolve Weak Authentication Protocols,1186933.9999999998,KPI,User_91,2023-06-20 04:02:00,login,JP,JP,900.0000000000001,26.0,10.0,7129.999999999999,54.348386346924094,3745.9999999999995,22.404,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red,1,1,True
ISSUE-0267,KEY-0267,Insufficient Access Control Measures,1,Control Effectiveness,Critical,In Progress,Reporter 2,Assignee 16,2025-03-11,2025-05-06 02:51:05.231249,55.99999999999998,12.28,Critical,External Contractors,Steps to resolve Insufficient Access Control Measures,2224112.0,KPI,User_77,2025-03-11 11:27:00,data_modification,Unknown,Unknown,2185.0,26.0,17.0,5096.000000000001,73.7329419585052,4480.0,8.005999999999998,High,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert | Limit Data Transfer,Red,2,2,False
ISSUE-0268,KEY-0268,High-Volume Distributed Denial-of-Service Attack,1,DDOS,Low,In Progress,Reporter 4,Assignee 2,2024-01-07,2025-05-06 02:51:05.231249,485.0000000000001,47.59,Critical,Sales,Steps to resolve High-Volume Distributed Denial-of-Service Attack,705047.5,KRI,User_75,2024-01-07 15:18:00,file_access,Unknown,Unknown,2005.0000000000002,26.0,15.0,3965.0,30.002847646922998,6252.0,13.068,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange,1,1,True
ISSUE-0269,KEY-0269,Increased Exposure due to Insufficient Data Encryption,1,Risk Exposure,Medium,Closed,Reporter 5,Assignee 14,2025-02-23,2025-03-03 00:00:00.000000,7.999999999999978,41.48,Critical,IT,Steps to resolve Increased Exposure due to Insufficient Data Encryption,2396225.0000000005,KRI,User_67,2025-02-23 06:16:00,file_access,DE,DE,900.0000000000001,26.0,15.0,952.5,74.55982192844272,3251.0,12.595999999999998,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red,1,1,True
ISSUE-0270,KEY-0270,Successful Phishing Attempt Targeting Executives,1,Phishing Attack,Critical,Closed,Reporter 2,Assignee 9,2023-02-27,2023-03-05 00:00:00.000000,6.000000000000017,68.60999999999999,Critical,Sales,Steps to resolve Successful Phishing Attempt Targeting Executives,2554121.0,KRI,User_86,2023-02-27 16:17:00,data_modification,CANADA,Unknown,900.0000000000001,26.0,13.0,1397.0000000000002,60.743984276403935,5998.0,19.072,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red,1,1,True
ISSUE-0271,KEY-0271,Weak Cloud Storage Access Controls,1,Cloud Security Posture,Medium,Open,Reporter 9,Assignee 7,2024-09-28,2025-05-06 02:51:05.231249,220.0,43.52000000000001,Critical,Finance,Steps to resolve Weak Cloud Storage Access Controls,2328305.0,KRI,User_97,2024-09-28 08:25:00,data_modification,JP,JP,2140.0,26.0,21.0,1072.4999999999998,61.714444996567195,4807.0,13.004,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red,1,1,True
ISSUE-0272,KEY-0272,Missing or Inaccurate Asset Records,1,Asset Inventory Accuracy,Critical,Open,Reporter 5,Assignee 2,2023-03-04,2025-05-06 02:51:05.231249,794.0,65.16,Critical,IT,Steps to resolve Missing or Inaccurate Asset Records,1051838.0,KPI,User_82,2023-03-04 04:16:00,login,FR,FR,900.0000000000001,26.0,13.0,910.9999999999999,26.27517582599679,4632.0,18.432,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red,1,1,True
ISSUE-0273,KEY-0273,Sensitive Data Leak via Misconfigured Cloud Storage,1,Data Leak,Low,Closed,Reporter 1,Assignee 2,2023-09-08,2023-09-16 00:00:00.000000,7.999999999999978,28.38,Critical,Operations,Steps to resolve Sensitive Data Leak via Misconfigured Cloud Storage,1266439.9999999998,KRI,User_69,2023-09-08 07:11:00,login,UK,UK,900.0000000000001,26.0,9.0,4089.9999999999995,70.9331072790679,6137.0,9.376,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange,1,1,True
ISSUE-0274,KEY-0274,Incomplete Risk Management Framework,1,Risk Management Maturity,Medium,Resolved,Reporter 6,Assignee 7,2024-10-21,2024-10-26 00:00:00.000000,5.000000000000003,1.9999999999999996,Low,C-Suite Executives,Steps to resolve Incomplete Risk Management Framework,2113132.4999999995,KPI,User_17,2024-10-21 12:14:00,login,CN,CN,998.9999999999999,26.0,12.0,1767.4999999999995,32.03098320104748,6696.0,3.3000000000000003,Low,Log for Reference | Limit Data Transfer,Green-Yellow,3,3,False
ISSUE-0275,KEY-0275,Successful Phishing Attempt Targeting Executives,1,Phishing Attack,Critical,Open,Reporter 8,Assignee 14,2024-01-31,2025-05-06 02:51:05.231249,461.0,82.38,Critical,External Contractors,Steps to resolve Successful Phishing Attempt Targeting Executives,1044695.0000000002,KRI,User_48,2024-01-31 13:40:00,data_modification,FR,FR,1581.0,26.0,21.0,3859.9999999999995,47.954981745769516,7854.0,22.026,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red,1,1,True
ISSUE-0276,KEY-0276,Inconsistent Review of Security Policies,1,Management Oversight,Medium,Resolved,Reporter 10,Assignee 20,2023-03-30,2023-04-02 00:00:00.000000,2.9999999999999747,92.25999999999999,Critical,Legal,Steps to resolve Inconsistent Review of Security Policies,1293589.9999999998,KPI,User_67,2023-03-30 06:50:00,login,UK,UK,975.9999999999999,26.0,15.0,6010.0,45.80068805091557,6464.0,22.352000000000004,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red,1,1,True
ISSUE-0277,KEY-0277,Weak Cloud Storage Access Controls,1,Cloud Security Posture,Low,Resolved,Reporter 7,Assignee 10,2023-04-08,2023-04-14 00:00:00.000000,6.000000000000017,91.87999999999997,Critical,External Contractors,Steps to resolve Weak Cloud Storage Access Controls,746330.0000000001,KRI,User_48,2023-04-08 15:56:00,file_access,Unknown,Unknown,1203.0,26.0,9.0,2825.0,35.650309644959265,3802.9999999999995,21.575999999999997,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange,1,1,True
ISSUE-0278,KEY-0278,Delayed Patching of Known Vulnerabilities,1,Vulnerability Remediation,High,Open,Reporter 2,Assignee 7,2023-02-16,2025-05-06 02:51:05.231249,810.0,100.50999999999999,Critical,External Contractors,Steps to resolve Delayed Patching of Known Vulnerabilities,2768219.0,KPI,User_35,2023-02-16 16:12:00,file_access,UK,UK,1787.0,26.0,28.0,1885.9999999999995,29.81159015309336,4144.0,25.002,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red,1,1,True
ISSUE-0279,KEY-0279,Inconsistent Review of Security Policies,1,Management Oversight,Low,Closed,Reporter 7,Assignee 4,2025-02-15,2025-02-17 00:00:00.000000,2.0000000000000284,33.76,Critical,Finance,Steps to resolve Inconsistent Review of Security Policies,1447802.4999999995,KPI,User_28,2025-02-15 07:12:00,data_modification,USA,USA,900.0000000000001,26.0,12.0,2357.5,58.194205995165575,4324.0,9.751999999999995,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange,1,1,True
ISSUE-0280,KEY-0280,Sensitive Data Leak via Misconfigured Cloud Storage,1,Data Leak,Critical,Closed,Reporter 2,Assignee 3,2023-11-28,2023-12-03 00:00:00.000000,5.000000000000003,11.409999999999997,Critical,IT,Steps to resolve Sensitive Data Leak via Misconfigured Cloud Storage,1492795.9999999998,KRI,User_25,2023-11-28 18:09:00,file_access,USA,USA,2423.0,28.0,6.0,4655.0,22.806815959926283,3613.0,7.482,High,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert | Limit Data Transfer,Red,2,2,False
ISSUE-0281,KEY-0281,Delayed Patching of Known Vulnerabilities,1,Vulnerability Remediation,Medium,Resolved,Reporter 6,Assignee 2,2024-10-23,2024-10-25 00:00:00.000000,2.0000000000000284,64.65,Critical,HR,Steps to resolve Delayed Patching of Known Vulnerabilities,252032.50000000006,KPI,User_47,2024-10-23 20:20:00,login,EU,EU,1701.0,26.0,6.0,4402.5,48.92352045650984,7468.0,16.830000000000002,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red,1,1,True
ISSUE-0282,KEY-0282,Inadequate Firewall Configurations,1,Network Security,Low,Open,Reporter 5,Assignee 18,2024-08-08,2025-05-06 02:51:05.231249,271.00000000000006,63.01,Critical,Legal,Steps to resolve Inadequate Firewall Configurations,1920957.5,KPI,User_59,2024-08-08 14:57:00,data_modification,Unknown,Unknown,1011.0000000000001,26.0,12.0,5470.000000000001,40.262612419457945,5900.0,16.002,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange,1,1,True
ISSUE-0283,KEY-0283,Inconsistent Review of Security Policies,1,Management Oversight,High,Open,Reporter 3,Assignee 5,2024-03-23,2025-05-06 02:51:05.231249,409.0000000000001,42.99,Critical,External Contractors,Steps to resolve Inconsistent Review of Security Policies,574343.0000000001,KPI,User_6,2024-03-23 02:17:00,data_modification,EU,EU,1760.0,26.0,6.0,4988.000000000001,37.46276285886334,7031.0,13.648,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red,1,1,True
ISSUE-0284,KEY-0284,Access by Unauthorized Personnel Detected,1,Unauthorized Access,Critical,Closed,Reporter 5,Assignee 10,2024-11-10,2024-11-12 00:00:00.000000,2.0000000000000284,22.02,Critical,HR,Steps to resolve Access by Unauthorized Personnel Detected,2543555.0,KRI,User_28,2024-11-10 23:09:00,data_modification,CN,CN,1447.0,26.0,21.0,5687.0,60.8806465465784,7992.999999999999,9.704,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red,1,1,True
ISSUE-0285,KEY-0285,Unresolved Vulnerabilities from Latest Penetration Test,1,Penetration Testing Effectiveness,Critical,Open,Reporter 6,Assignee 2,2025-01-24,2025-05-06 02:51:05.231249,102.00000000000003,104.98999999999998,Critical,Operations,Steps to resolve Unresolved Vulnerabilities from Latest Penetration Test,1093580.0,KPI,User_69,2025-01-24 09:44:00,data_modification,IN,IN,900.0000000000001,31.0,17.0,1604.0000000000005,24.381085787973053,7815.0,26.548,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red,1,1,True
ISSUE-0286,KEY-0286,Successful Phishing Attempt Targeting Executives,1,Phishing Attack,Critical,In Progress,Reporter 7,Assignee 6,2023-07-18,2025-05-06 02:51:05.231249,658.0,35.52000000000001,Critical,HR,Steps to resolve Successful Phishing Attempt Targeting Executives,816269.0000000001,KRI,User_55,2023-07-18 06:44:00,file_access,USA,USA,900.0000000000001,31.0,13.0,10049.000000000002,22.651728493616837,7643.0,12.654,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red,1,1,True
ISSUE-0287,KEY-0287,Access by Unauthorized Personnel Detected,1,Unauthorized Access,High,In Progress,Reporter 2,Assignee 12,2024-07-28,2025-05-06 02:51:05.231249,282.0,49.81,Critical,HR,Steps to resolve Access by Unauthorized Personnel Detected,1912897.9999999998,KRI,User_57,2024-07-28 18:57:00,data_modification,IN,IN,1604.0,26.0,24.0,1012.9999999999998,74.77922151837193,4648.0,15.012,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red,1,1,True
ISSUE-0288,KEY-0288,Missing or Inaccurate Asset Records,1,Asset Inventory Accuracy,Low,Closed,Reporter 9,Assignee 3,2023-07-26,2023-07-28 00:00:00.000000,2.0000000000000284,67.11,Critical,Legal,Steps to resolve Missing or Inaccurate Asset Records,853002.5000000001,KPI,User_53,2023-07-26 13:18:00,data_modification,CN,FR,961.0000000000001,26.0,12.0,1219.9999999999998,50.926792871018456,6451.0,16.572,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange,1,1,True
ISSUE-0289,KEY-0289,Missing or Inaccurate Asset Records,1,Asset Inventory Accuracy,Medium,In Progress,Reporter 5,Assignee 5,2024-03-10,2025-05-06 02:51:05.231249,421.99999999999994,79.41999999999999,Critical,Operations,Steps to resolve Missing or Inaccurate Asset Records,754755.0,KPI,User_25,2024-03-10 08:51:00,file_access,DE,DE,1189.0,26.0,15.0,1860.0,72.13007761555922,7513.0,20.334,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red,1,1,True
ISSUE-0290,KEY-0290,Unresolved Vulnerabilities from Latest Penetration Test,1,Penetration Testing Effectiveness,Medium,Resolved,Reporter 4,Assignee 5,2024-11-01,2024-11-11 00:00:00.000000,10.000000000000005,22.47,Critical,IT,Steps to resolve Unresolved Vulnerabilities from Latest Penetration Test,618347.5,KPI,User_24,2024-11-01 15:29:00,data_modification,AU,AU,900.0000000000001,27.0,21.0,722.5,41.8500455575265,6885.0,8.793999999999999,High,Alert Security Team & Review Logs | Lock Account & Alert | Limit Data Transfer,Orange,2,2,False
ISSUE-0291,KEY-0291,Delayed Patching of Known Vulnerabilities,1,Vulnerability Remediation,Low,In Progress,Reporter 2,Assignee 20,2024-06-17,2025-05-06 02:51:05.231249,322.99999999999994,51.06,Critical,C-Suite Executives,Steps to resolve Delayed Patching of Known Vulnerabilities,1559747.5,KPI,User_65,2024-06-17 17:51:00,data_modification,CANADA,CANADA,900.0000000000001,26.0,6.0,1140.0000000000002,63.93354044181187,4570.0,13.762,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange,1,1,True
ISSUE-0292,KEY-0292,Missing or Inaccurate Asset Records,1,Asset Inventory Accuracy,Medium,Closed,Reporter 2,Assignee 8,2023-09-01,2023-09-05 00:00:00.000000,3.999999999999989,56.86,Critical,Sales,Steps to resolve Missing or Inaccurate Asset Records,1133245.0,KPI,User_4,2023-09-01 18:35:00,file_access,CN,CN,900.0000000000001,26.0,15.0,2445.0000000000005,51.84053619923802,7398.0,15.472,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red,1,1,True
ISSUE-0293,KEY-0293,Missing or Inaccurate Asset Records,1,Asset Inventory Accuracy,High,Resolved,Reporter 8,Assignee 3,2023-04-20,2023-04-22 00:00:00.000000,2.0000000000000284,21.199999999999996,Critical,C-Suite Executives,Steps to resolve Missing or Inaccurate Asset Records,1657016.0,KPI,User_11,2023-04-20 17:57:00,data_modification,FR,FR,900.0000000000001,26.0,17.0,2191.9999999999995,31.50992646626081,3687.0,8.739999999999998,High,Restrict User Activity & Monitor Logs | Lock Account & Alert | Limit Data Transfer,Orange-Red,2,2,False
ISSUE-0294,KEY-0294,Insufficient Coverage in Annual Risk Assessment,1,Risk Assessment Coverage,Medium,In Progress,Reporter 2,Assignee 10,2023-02-21,2025-05-06 02:51:05.231249,805.0,44.04,Critical,Operations,Steps to resolve Insufficient Coverage in Annual Risk Assessment,1426702.5,KPI,User_85,2023-02-21 12:22:00,file_access,IN,IN,1607.0,26.0,12.0,6927.5,30.763440851350424,6782.0,13.108,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red,1,1,True
ISSUE-0295,KEY-0295,Unresolved Vulnerabilities from Latest Penetration Test,1,Penetration Testing Effectiveness,Critical,Closed,Reporter 5,Assignee 19,2025-02-13,2025-02-23 00:00:00.000000,10.000000000000005,23.35,Critical,HR,Steps to resolve Unresolved Vulnerabilities from Latest Penetration Test,354821.00000000006,KPI,User_32,2025-02-13 08:44:00,login,CANADA,CANADA,1334.0,35.0,13.0,764.0000000000001,76.62350653580793,5580.0,10.22,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red,1,1,True
